#;status_id;screen_name;created_at;text;location;lang;hashtag;clasificacion;Si/No
430;1,48E+18;anawilliami;2/1/2022 12:28;@kapoorsituno Todav°a no puedo entender lo que pas¢ aqu°, es un maldito cosmos;Todo el mundo;es;maldito;odio;no
431;1,48E+18;andreinikolay;1/1/2022 16:18;Maldecido. P£drete HdP https://t.co/NusvMrfXzq;Santa Rosa, El Oro, Ecuador;es;hdp;odio;si
432;1,48E+18;andres8083;1/1/2022 22:42;@tamytamc Una borrega imbecil que no se respeta;Guayaquil, Ecuador;es;imbecil;odio;si
433;1,48E+18;AndresBV_9;5/1/2022 4:35;Maldito seas, covid.;Latacunga, Ecuador;es;maldito;odio;si
434;1,48E+18;AndresBV_9;1/1/2022 5:40;Vamos a por ti 2022 hdp;Latacunga, Ecuador;es;hdp;odio;no
435;1,48E+18;andresrizzo_;5/1/2022 12:04;Maldito COVID;Guayaquil, Ecuador;es;maldito;odio;si
436;1,48E+18;Andrewag86;1/1/2022 21:53;@riccsaxf9 @ronaldazul10 @CSEmelec Mandarlo a la verga a Neme Mondiani y al maldito empresario que est† haciendo negociado con Emelec trayendo esos paquetes;Guayaquil;es;maldito;odio;si
437;1,48E+18;Andrewag86;3/1/2022 3:23;@drummerpaolo El Twitter y el internet es libre de opinar libertad de expresi¢n se llama eso yo era socio pero deje de serlo por un presidente miserable que solo maneja a su antojo el club y hay focas HDP que solo aplauden y si quieres investigar mi vida mira la tuya primero pendejo;Guayaquil;es;hdp;odio;si
438;1,48E+18;anesdesign26;31/12/2021 23:28;"Y para terminar el a§o, covid <U+0001F97A> 
Ya te estabas demorando HDP.";Cuenca, Ecuador;es;hdp;odio;si
439;1,48E+18;AngeloNavarroB1;5/1/2022 22:31;Las deidades Trump y ac† Bolsonaro, tienen el poder de eliminar a esa maldito y putrefacto ente q es la @opsoms https://t.co/mPsyXwgWA9;Guayaquil, Ecuador;es;maldito;odio;si
440;1,48E+18;AngeloNavarroB1;5/1/2022 21:33;@Morrolu50Luis @laderechadiario @Sharito92486492 Otro imbÇcil q no come excremento de gato £nicamente porq el gobierno no le da la orden.;Guayaquil, Ecuador;es;imbecil;odio;si
441;1,48E+18;AngeloNavarroB1;30/12/2021 15:19;"@zamli342 @Expresoec No se§ora. ImbÇcil amaestrado es el q se vacuna con algo q no es seguro ni eficiente, £nicamente porq un bur¢crata lo dice o un famoso en u comercial de tv.
Ah° le pase una imagen del exito de su vacuna, inf¢rmese de medios diferentes a ecuavisa <U+0001F411><U+0001F411><U+0001F411>";Guayaquil, Ecuador;es;imbecil;odio;si
442;1,48E+18;AngeloNavarroB1;30/12/2021 15:12;"@zamli342 @Expresoec No ser† al revÇs. D°game quien m†s imbÇcil q una sarta de hptas q tienen 3 dosis y a£n as° se contagian. Osea valen tanta verga q se inyectan algo q no los protege una mierda y les genera otras patolog°as
M†s q imbÇciles, VERGANTES con deforestaci¢n mental los vacunados https://t.co/668xrvrxqw";Guayaquil, Ecuador;es;imbecil;odio;si
443;1,48E+18;AngeloNavarroB1;29/12/2021 16:32;@julio_efe_ Los antivacunas experimentales no queremos morir de repentinitis. Esa es la diferencia imbÇcil https://t.co/KgI3OhN8Ee;Guayaquil, Ecuador;es;imbecil;odio;si
444;1,48E+18;AngeloNavarroB1;30/12/2021 22:48;@Danielsalcan88 Tu y Correa valen verga, zurdo imbÇcil;Guayaquil, Ecuador;es;imbecil;odio;si
445;1,48E+18;AngeloNavarroB1;29/12/2021 2:55;"Este tipo se esfuerza cada d°a por ser un poquito m†s imbÇcil q ayer. Denle algo de mÇrito a esta marmota parlante.
No tienes familia o amigos, los avergÅenzas a diario, feminste con deforestaci¢n mental https://t.co/LLIE8ZT04L";Guayaquil, Ecuador;es;imbecil;odio;si
446;1,48E+18;AngeloNavarroB1;31/12/2021 20:06;ImbÇcil y farsante el feministo @EstebanOrtizMD https://t.co/CXPoIZoBBL;Guayaquil, Ecuador;es;imbecil;odio;si
447;1,48E+18;AngeloNavarroB1;29/12/2021 2:55;"@EstebanOrtizMD Este tipo se esfuerza cada d°a por ser un poquito m†s imbÇcil q ayer. Denle algo de mÇrito a esta marmota parlante.
No tienes familia o amigos, los avergÅenzas a diario, feminste con deforestaci¢n mental";Guayaquil, Ecuador;es;imbecil;odio;si
448;1,48E+18;angggiesita;2/1/2022 3:22;Como me gustas hdp;Gualaceo, Ecuador;es;hdp;odio;no
449;1,48E+18;angie_bar11;6/1/2022 2:26;"<U+0001F4DE> Llamada:

Yo: comentalo que fue!
El idiota sabiendo que tengo covid: oe ®d¢nde est†s?
Yo toda est£pida: en mi casa por?
Inmediatamente yo: donde m†s voy a estar imbecil... En mi casa pues <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>
El idiota de mi amigo se mata de la risa como 10 hrs <U+0001F602><U+0001F602>";Guayaquil, Ecuador;es;imbecil;odio;no
450;1,48E+18;Angora913;29/12/2021 14:03;?Los NEGACIONISTAS de las vacunas ya saben que se NO se van a vacunar y algunos van a lo centros de vacunaci¢n para que nosotros lo sepamos.? Que imbÇcil es cierto tipo de gente. Gran hilo de @CrazyFeelingFB . https://t.co/hJ9YEPM3OS;Ambato;es;imbecil;odio;si
451;1,48E+18;Anhurtab7;4/1/2022 1:02;JAJAJ METIERON COMO 10.000 BOTS AL ULTIMO MINUTO HONDURE•OS HDP;Guayaquil, Ecuador;es;hdp;odio;si
452;1,48E+18;animanga_review;30/12/2021 6:24;"@DaiTeDice Al fin!!!

Alguien que piensa igual no se que carajos pero el prota es re imbecil.

Takemichi tiene el SPOILER de lo que va a pasar, pero no, el tipo hace idiotes tras idiotes.

Pero en un momento a otro no se donde queda esa idiotes.

En fin, las bases del manga XD. https://t.co/RDbcIvnZna";Guayas, Ecuador;es;imbecil;odio;no
453;1,48E+18;AnitaLo46417097;3/1/2022 5:57;2 horas afuera peleando con mi perra que no quer°a entrar hdp;Santa Elena ;es;hdp;odio;no
454;1,48E+18;AnitaLo46417097;2/1/2022 2:34;Dios me com° un lech¢n entero sola maso jajajaj que hdp;Santa Elena ;es;hdp;odio;no
455;1,48E+18;AnthonyTuaS;3/1/2022 19:53;estoy gastando mi poca energ°a como un imbÇcil:);Guayaquil, Ecuador;es;imbecil;odio;si
456;1,48E+18;anthorazo;5/1/2022 15:06;QuÇ maldito problema tiene el transporte p£blico con las ventanas? Por quÇ siempre est†n remordidaaaaas!??!;Latacunga, Ecuador;es;maldito;odio;si
457;1,48E+18;antovillacres;28/12/2021 21:09;@RC_SIGLOXXI @MashiRafael Orgullosamente imbÇcil, borrego que no rob¢ en 14 a§os de bonanza, no riene otro calificativo.;Riobamba, Ecuador;es;imbecil;odio;si
458;1,48E+18;anxhx01;4/1/2022 19:39;Maldito sol de gye, deber°a estar en la playa ahora mismo;Guayaquil, Ecuador;es;maldito;odio;no
459;1,48E+18;apenafieli;2/1/2022 4:02;Empezando el a§o con la alergia, maldito †caro..;Guayaquil ;es;maldito;odio;si
460;1,48E+18;araniate_este;3/1/2022 3:07;Ya lo v°, lo vali¢ cada maldito segundo :');Guayaquil, Ecuador;es;maldito;odio;no
461;1,48E+18;ArgenisQuiroz;3/1/2022 18:36;@marcadorec No deja de sorprender Fabi†n, que hdp;Guayaquil;es;hdp;odio;si
462;1,48E+18;arirodriguezv;6/1/2022 2:12;harta de vivir por el maldito virus. mejor me voy a vivir a la luna;Guayaquil, Ecuador;es;maldito;odio;si
463;1,48E+18;arlynessantana;4/1/2022 4:47;Hasta cuando maldito covid<U+0001F62E><U+200D><U+0001F4A8><U+0001F97A>;Guayaquil, Ecuador;es;maldito;odio;si
464;1,48E+18;Artesana1206;3/1/2022 18:57;Polombia con P de Perfecto ImbÇcil!!! https://t.co/YEylAqHGUC;Pachamama;es;imbecil;odio;si
465;1,48E+18;AseretRvtte;4/1/2022 12:29;Maldito covid.;Guayaquil, Ecuador;es;maldito;odio;si
466;1,48E+18;b_barco;3/1/2022 17:05;"Maldito COVID y gente irresponsable  
Por culpa de unos cuantos, pagamos todo 
VyM";Ecuador, Guayas, Guayaquil.;es;maldito;odio;si
467;1,48E+18;BailonChon;1/1/2022 0:02;@LassoGuillermo MMV TE QUEMO PORQUE TE QUEMO.......MISERABLE HDP https://t.co/uSGR7I76WT;Guayaquil, Ecuador;es;hdp;odio;si
468;1,48E+18;barce_217;6/1/2022 2:51;Maldito Dinero!!!!<U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F> https://t.co/g4NEfvZWD7;Guayaquil - Ecuador;es;maldito;odio;si
469;1,48E+18;barce_217;29/12/2021 17:28;"A quien carajo les est†n regalando licencias???? @ATM_Transito @ANT_ECUADOR 
Hay que ser imbÇcil como conductor para no tener sentido com£n y l¢gica que no pasas por debajo... De Ripley!!! https://t.co/wQ47KtFCA2";Guayaquil - Ecuador;es;imbecil;odio;si
470;1,48E+18;barcejohnny2016;5/1/2022 2:38;@atilioboron Maldito Miserable.;Duran, Ecuador ;es;maldito;odio;si
471;1,48E+18;BeastMode1982;5/1/2022 4:21;@Arturo_M13 Esa mentalidad es la de 3er mundo... No t parece que es mejor no ser imbÇcil e irte a chupar en salinas con 300 imbÇciles sin mascarilla y as° no venir el lunes corriendo a hacerte una prueba... Que quieres  20000000 de pruebas gratis quien las paga tu? La poca plata q hay la;Guayaquil, Ecuador;es;imbecil;odio;si
472;1,48E+18;BeaVasquez4;6/1/2022 0:46;"@MemesCuenquita O§a si bienvenido
A Uchuari yo mismo me voy al aeropuerto a recibirle a meados al hdp ese";Cuenca, Ecuador;es;hdp;odio;no
473;1,48E+18;BelenMarin;5/1/2022 2:10;La experiencia de llegar a manta fue terrible <U+0001F629><U+0001F629> maldito Waze !!!;;es;maldito;odio;si
474;1,48E+18;betico_azul;2/1/2022 15:52;@Efuentesec Otros HDP no cumplieron con lo ofrecido se llevaron plata del Estado y nadie dijo nada de revocatoria, que manera de JODER, por eso so es qui ni alcaldi lleguin;Guayaquil-Ecuador;es;hdp;odio;si
475;1,48E+18;betico_azul;1/1/2022 21:50;@CheoBarrionuevo No es cuesti¢n de autoridades amigo, es cuesti¢n de la misma. Gente que NO hace caso, aqu° en Guayaquil dijeron prohibido quemar mu§ecos en calles asfaltadas y sin embargo la gente HDP lo hizo, ya no es cuesti¢n de autoridades, con gente que NO ayuda NO respeta NADA que se hace?;Guayaquil-Ecuador;es;hdp;odio;si
476;1,48E+18;beto_crco;4/1/2022 16:34;@lahistoriaec @AsambleaEcuador Que hdp en la @AsambleaEcuador hacen de todo para seguir dando im†gen de vagos, bueno tendr°an q desaparecer para dar un buena impresi¢n, vagos sinvergÅenzas...;Azuay, Ecuador;es;hdp;odio;si
477;1,48E+18;Black_Dokeshi;3/1/2022 13:57;Ecuatorianos siendo ecuatorianos. La corrupci¢n empieza en casa. Que se puede esperar de un pa°s en el que desde ni§o se te dice que estafar es ser ?sabido?, que si conf°as en otro eres ?quedado?. Maldito pa°s en el q se castiga al q obra de forma justa y se premia al canalla. https://t.co/nhUmJhoh6S;Guayaquil, Ecuador;es;maldito;odio;si
478;1,48E+18;Bleyin;4/1/2022 4:31;Tapar el sol con un dedo , ya es evidente su cinismo que hdp?s https://t.co/yxW0VhmQbh;Portoviejo - Manabi - Ecuador;es;hdp;odio;si
479;1,48E+18;Boris_omar;29/12/2021 21:30;Oyola y Banguera recordando al imbecil de Dreer diciendo q le hubiera gustado retirarse como se retiran los °dolos en Barcelona?. https://t.co/K9XJsuLTAj https://t.co/mpY1C3EcE2;guayaquil;es;imbecil;odio;si
480;1,48E+18;bossbues;5/1/2022 1:54;Das asco hdp @LassoGuillermo https://t.co/rxmxoVVwg0;Cuenca ;es;hdp;odio;si
481;1,48E+18;btito90d;5/1/2022 5:07;@_REDInformativa Gente imbÇcil, que piensan que no vacunandose va a pasar esto, que poca falta de empat°a con los que si queremos vivir y seguir adelante;Cuenca, Ecuador;es;imbecil;odio;si
482;1,48E+18;Bufanubols1;29/12/2021 15:52;@el_pais No se que pensar si es imbÇcil, un psic¢pata o que directamente nos toma por gilipollas.;En el mundo;es;imbecil;odio;si
483;1,48E+18;burgos_allison;1/1/2022 2:27;BASTS HDP BASTA ME HACES DA•I https://t.co/xew7VR84n4;Guayaquil, Ecuador;es;hdp;odio;si
484;1,48E+18;ByronVf98;1/1/2022 17:02;@SanMarinoTeam Ya sube las votaciones hdp.;Guayaquil, Ecuador;es;hdp;odio;si
485;1,48E+18;ByronVf98;6/1/2022 0:25;@Kitu_1925 @BetoVera_7 Que dec°s hdp!!..;Guayaquil, Ecuador;es;hdp;odio;si
486;1,48E+18;ByronVf98;3/1/2022 14:24;@SanMarinoTeam Term°nalo hdp!.;Guayaquil, Ecuador;es;hdp;odio;si
487;1,48E+18;ByronVf98;3/1/2022 19:56;@san_burrai @SanMarinoTeam Mira selecci¢n malnacida y mal oliente igual al estadio de la Av. Quito, o eres legal hdp o te despides de tu cuenta<U+0001F642>;Guayaquil, Ecuador;es;hdp;odio;si
488;1,48E+18;ByronVf98;6/1/2022 1:44;@Termaso1925 Esos hdp est†n muertos;Guayaquil, Ecuador;es;hdp;odio;si
489;1,48E+18;ByronVf98;31/12/2021 23:12;@Thelastmorlaco AN‡TAME HDP.;Guayaquil, Ecuador;es;hdp;odio;si
490;1,48E+18;calero_diego;30/12/2021 14:20;@el_audiman Es un pobre imbÇcil, hay que decir las cosas por su nombre;en el mundo ;es;imbecil;odio;si
491;1,48E+18;camenoob;5/1/2022 5:51;Y en este momento me pregunt¢, ®Vali¢ la pena todo lo que he vivido? Ha valido la pena cada maldito segundo, estoy listo @FunerariaAlach https://t.co/RFAJ9sfaq7;Guayaquil, Ecuador;es;maldito;odio;si
492;1,48E+18;cami_nieto;4/1/2022 21:07;Maldito COVID ya me tienes harta !;CUENCA ECUADOR;es;maldito;odio;si
493;1,48E+18;camsflos;3/1/2022 21:35;Maldito covid-19;Guayaquil, Ecuador;es;maldito;odio;si
494;1,48E+18;carapapa06;4/1/2022 18:40;No puedo ni sentarme en el mueble que me da un sue§o bien maldito <U+0001F629>;Portoviejo, Ecuador;es;maldito;odio;no
495;1,48E+18;carlaaaaaaa__;4/1/2022 1:26;Maldito a§o nuevo...;Guayaquil, Ecuador;es;maldito;odio;si
496;1,48E+18;Carlitosbarce_T;29/12/2021 0:15;"@raynanvlc @wachosky98 @LucasLctec Ya pues que te culean lo brasie§os. Tan mediocre fue tu pa°s que tuvo que explotar gente para ser ""potencia"". Y ni a£n as° el Ecuador que tu menosprecias fue el primero en librarse del yugo espa§ol, imbecil";Guayas, Ecuador;es;imbecil;odio;si
497;1,48E+18;CarlosSolEC10;1/1/2022 19:42;@APACHE_EC @Ana_Ma_Marquez La muy hdp me tiene bloqueado, pero da igual, la voy a bloquear y a denunciar por robolucionaria y desgenerada.;Guayaquil, Ecuador;es;hdp;odio;si
498;1,48E+18;CarlosTorres_Z;3/1/2022 4:03;Bueno habr† que replantearse el seguir teniendo amistad con gente tan imbÇcil, ego°sta e irresponsable como ese sujeto. https://t.co/OTj433qh6X;Guayaquil - Ecuador;es;imbecil;odio;si
499;1,48E+18;carlostR_;5/1/2022 21:51;Todos merecen una mejor vida y a esos HDP que los maltratan son la peor basura del mundo https://t.co/3wsZcMWS9Y;Guayaquil,Ecuador;es;hdp;odio;si
500;1,48E+18;CARLOSVIZUETA6;2/1/2022 10:12;@daniellachavezc Ese tipejo es un asno a la enÇsima potencia, que gran talento para hablar estupideces, merece el premio mayor al m†s mediocre e imbecil de los dictadores latinoamericanos;Guayas, Ecuador;es;imbecil;odio;si
501;1,48E+18;CarmenM82762759;4/1/2022 7:13;"@meganoticiascl ≠QuÇ HDP, de dar tal maltrato bestial a un pobre perrito!
A ese HDP yo le hubiese colocado una carga de pirotecnia en las pelotas, en el culo y obviamente en su hocico, y Çl muy cabr¢n probar°a que se siente....";En el mundo;es;hdp;odio;si
502;1,48E+18;CarminCaceresA;5/1/2022 12:27;OTRO A•O MµS QUE NOS CAGAS MALDITO VIRUS https://t.co/l4aDsM1NOO;Guayaquil, Ecuador;es;maldito;odio;si
503;1,48E+18;CarSolanoEC11;2/1/2022 17:02;@ProfHoax__ @APACHE_EC @AndresCasaren Ivermectinizado el hdp.;Guayaquil, Ecuador;es;hdp;odio;si
504;1,48E+18;CarSolanoEC11;6/1/2022 2:11;@LeonidasIzaSal1 Oye terrorista hdp, y los periodistas que agrediste y secuestraste, para cuando≠?;Guayaquil, Ecuador;es;hdp;odio;si
505;1,48E+18;CCambasVentas;1/1/2022 20:15;@AxieInfinity Aparte de que esos manes del top 1 ganan millones de d¢lares hacen trampa que hdp;Cuenca, Ecuador;es;hdp;odio;si
506;1,48E+18;chilaquiles86;3/1/2022 3:09;Que pereza ese imbecil https://t.co/4RYKZbprYs;Portoviejo, Ecuador;es;imbecil;odio;si
507;1,48E+18;chilaquiles86;2/1/2022 3:26;@kanabel_ Que asco hdp;Portoviejo, Ecuador;es;hdp;odio;si
508;1,48E+18;chinaRjJin;3/1/2022 3:36;Mi Yoongi se recuper¢ del maldito covid. Solo falta mi Nam y Jin <U+0001F97A>;Guayaquil, Ecuador;es;maldito;odio;no
509;1,48E+18;chinitasua89;5/1/2022 22:37;Tuve q llamar ayer 5 vcs al @BancoPichincha para ver si habia alguien apto y me ayudara con los procedimientos para reportar los cobros con mi tarjeta de debito que yo no habia realizado! Maldito banco, es lo peor q puede haber en esta vida!;Guayaquil, Ecuador;es;maldito;odio;si
510;1,48E+18;chinodefazc;2/1/2022 6:16;@CEcoverde Hay que ser un pobre hdp para hacerle eso al cachorro. <U+0001F92C>;Guayaquil, Ecuador;es;hdp;odio;si
511;1,48E+18;CMIGRANA;2/1/2022 3:01;@guillermex @sick_boy @restevesd Ibamos a pasear ese finde luego del curso que me mandaron del trabajo pero me dio soroche maldito y regresamos al guayas nom†s<U+0001F614>;Guayaquil, Ecuador;es;maldito;odio;no
512;1,48E+18;coimbra1990;5/1/2022 4:35;"No tengo ning£n compromiso con ""los de turno"" 
Solo aspiro que les vaya bien, porque si les va bien a ellos, todo Ecuador es feliz, gracias a Barcelona.
Lo que no soy es imbÇcil para criticar una pretemporada bas†ndome en videos de 45 segundos que es lo que se sube en redes. https://t.co/5WAJhF6y5u";guayaquil;es;imbecil;odio;si
513;1,48E+18;cokito_19;4/1/2022 5:14;Maldito escalofr°o <U+0001F912>;Pi§as, Ecuador;es;maldito;odio;si
514;1,48E+18;colelababato1;1/1/2022 5:35;@bajolalupaEC @MashiRafael Ladr¢n devuelva lo que te robaste . Hip¢crita hdp.;Ecuador - Los Rios;es;hdp;odio;si
515;1,48E+18;CoquimboGaming;28/12/2021 23:48;@ezequielnya @Itsmatus50xxKun No lo pase por ahi aweonao imbecil;Quevedo, Ecuador;es;imbecil;odio;si
516;1,48E+18;CordobaVicente;1/1/2022 13:18;@cveliz75 @arcos_donoso @DELATORREMERCE @MashiRafael Imbecil por decir la verdad nunca vi ni escuchÇ que pusiera la denuncia para decir que no le pararon bola por tener el control de la justicia, que f†cil es hablar y no presentar ninguna prueba, destilan odio;Cuenca, Ecuador;es;imbecil;odio;si
517;1,48E+18;cris_lvergaras;3/1/2022 18:16;"@SandraCG95 Maldito a§o nuevo, y lo que me trajo; ey! Me botaron del trabajo... BB <U+0001F407>";Santa Rosa - El Oro - Ecuador;es;maldito;odio;si
518;1,48E+18;CrisCedeno1985;4/1/2022 18:03;@RTSEcuador En que mundo o burbuja vive este hdp, ah claro es que es ricachon con dos Negrotes bien protegido el hp;Guayaquil, Ecuador;es;hdp;odio;si
519;1,48E+18;CristhianRuizG7;3/1/2022 2:19;Maldito sistema!!!! https://t.co/0IUOBoWRrK;Daule, Ecuador;es;maldito;odio;si
520;1,48E+18;CsarSnchezB1;4/1/2022 4:10;Me han echado tantas maldiciones en Instagram que un poco m†s llamo a un curandero para que les quite lo maldito . Hptas;Guayaquil, Ecuador;es;maldito;odio;si
521;1,48E+18;CSElectrocheque;2/1/2022 20:29;Necesitamos que eddy guevara se oficialice ya para no tener ese terror para jugar la puta linea de 3 del mmv hdp de rescalvo;Cuenca, Ecuador;es;hdp;odio;si
522;1,48E+18;d_preciado;31/12/2021 20:33;@JaimeTa80571032 @HartmannZ16 @Doyko @Literario26 @MashiRafael Eres recontra imbÇcil o que, la plena ya ca°ste verga, no se q chucha piensas q toda tu verborrea q tiras ser† para demostrar q eres m†s q uno, bueno campe¢n disfrute de su ignorancia.;Guayaquil ;es;imbecil;odio;si
523;1,48E+18;d_preciado;31/12/2021 17:54;@Doyko @Literario26 @MashiRafael Sin pruebas imbÇcil tanto as° q lo sentenciaron por influjo y la Interpol les rechaza cada vez y cuando la difusi¢n roja, as° de est£pida es la justicia Ecuatoriana y los burros q le creen.;Guayaquil ;es;imbecil;odio;si
524;1,48E+18;dalicevallosr;29/12/2021 21:28;Mi miedo m†s grande siempre fue la muÇrete, pero desde el d°a en que toquÇ fondo y lo £nico que quer°a era morir? no le tengo miedo a nada.;Manta, Ecuador;es;muerete;odio;no
525;1,48E+18;dampuero17;31/12/2021 21:34;QuÇ #calor m†s hdp... Y ahora en la noche con la quemaz¢n, peor a£n. <U+0001F321><U+FE0F><U+0001F975> #boilingpoint https://t.co/CJ2dKpSZhJ;;es;hdp;odio;si
526;1,48E+18;DANastudil;1/1/2022 21:33;@fabian_vivanco Genio, ya CAMBIASTE el Ecuador, por que con ese #tuit ya SOMOS Suiza! RETIRA TÈ PREMIO AL CRETINO DEL MES EN LA CENTRAL DE CREO MµS CERCANA! Por que eres un maldito SUPERDOTADO! Ya puedes trabajar para el gobierno! <U+0001F921>;Guayas, Ecuador;es;maldito;odio;si
527;1,48E+18;danib_o11;5/1/2022 18:28;Cuando recuperarÇ el gusto hdp <U+0001F62D>;Ca§ar, Ecuador;es;hdp;odio;si
528;1,48E+18;danib_o11;5/1/2022 5:00;Que buen Parch°s con mis amigos hdp JAJAJAJAJAJA;Ca§ar, Ecuador;es;hdp;odio;no
529;1,48E+18;Danielcc811;2/1/2022 21:58;Me imagino a un antivacunas viendo #DontLookUp y quedarse sorprendido con lo imbÇcil que puede ser la gente.;Ecuador-Guayaquil;es;imbecil;odio;si
530;1,48E+18;Danielcc811;3/1/2022 21:22;Si no me mata el COVID, lo hace este sol hdp.... <U+0001F975>;Ecuador-Guayaquil;es;hdp;odio;si
531;1,48E+18;Danielcue17;3/1/2022 8:11;@FCBarcelona_es Crack hdp;Cuenca, Ecuador;es;hdp;odio;si
532;1,48E+18;DanielCusme;5/1/2022 3:24;"Mar. 4 de enero.

≠Maldito a§o nuevo!";Guayaquil, Ecuador.;es;maldito;odio;no
533;1,48E+18;Danielfigcar;30/12/2021 1:06;@CarlosVerareal Carlos Vera, eres tan imbÇcil que te crees inteligente publicando twuits con palabras,que si vinieran de una persona honesta, responsable inteligente las creyera, pero al ser escritas por ti producen repugnancia, as de saber mucho de lasso, para que no te saquen del aire;Guayaquil, Ecuador;es;imbecil;odio;si
534;1,48E+18;danielsaabs;4/1/2022 17:35;@luisevivanco La gente m†s pobre no tiene para pagar consultas mÇdicas ! Van al MSP o al iees para q les den el permiso de regresar a hacerse la prueba. Se puede ser m†s imbecil?;Samborondon, Ecuador;es;imbecil;odio;si
535;1,48E+18;danilo_m46;2/1/2022 1:22;@chullaquitenoec Ja ja que HDP.;Guayaquil;es;hdp;odio;si
536;1,48E+18;dapgon;3/1/2022 12:53;@colocavirus @Vadodecaza1 Menuda hdp;Cuenca;es;hdp;odio;si
537;1,48E+18;darwin_hr24;3/1/2022 6:21;"Madrugada con M de:

Maldito a§o nuevo, y lo que me trajo
Me botaron del trabajo, por estar 
Mirando para abajo... Pensando en ti siempre cabizbajo
Me veo gordito nada que rebajo <U+0001F974>";El Oro, Ecuador;es;maldito;odio;no
538;1,48E+18;DarylMaldonado;5/1/2022 21:51;"Rosca*
Maldito diccionario https://t.co/Belp2YjMKZ";Guayaquil, Guayas Ecuador;es;maldito;odio;no
539;1,48E+18;DarylMaldonado;5/1/2022 21:50;@carlos_alcivar7 Jajajaja la rosca! Maldito diccionario;Guayaquil, Guayas Ecuador;es;maldito;odio;si
540;1,48E+18;DarylMaldonado;5/1/2022 21:50;@lissette9303 @Martico1990 Jajaja me equivoque maldito diccionario!!! Jajajaja;Guayaquil, Guayas Ecuador;es;maldito;odio;si
541;1,48E+18;davalejo79;5/1/2022 12:11;@MadeInHeaven999 @eluniversocom En primer lugar que mierda te pasa he faltado el respeto ah alguien para que me vengas a escribir e insultarme, si no te gusta mi opini¢n aguanta y busca a la misma gente idiota con la que te mezclas pedazo de imbecil detr†s de un teclado te haces el valiente;Machala ;es;imbecil;odio;si
542;1,48E+18;davlop98;4/1/2022 4:06;Nose si tengo un perro o un conejo de mascota si que salta duro el maldito jajaj;Milagro, Ecuador;es;maldito;odio;si
543;1,48E+18;dayasotis789;1/1/2022 0:23;Hace 1 a§o estaba llorando por un ImbÇcil que me hac°a sentir de lo peor, y empecÇ llorando pero con compa§°a de alguien incre°ble, hice nuevos amigos, volv° a llorar, conoc° m†s amigos, me fui a vivir a otro ciudad, ame el mar <U+0001F30A>,comi de todo, viaje y no cambiar°a nada del 2021;Quito, Ecuador;es;imbecil;odio;si
544;1,48E+18;DelCSEmelec;2/1/2022 0:58;Maldito https://t.co/Aog2X3dp4W;Guayaquil, Ecuador;es;maldito;odio;si
545;1,48E+18;DianaBloP;30/12/2021 23:50;@Badih Chuta q imbÇcil!;Guayaquil;es;imbecil;odio;si
546;1,48E+18;diegiind;5/1/2022 17:58;No hay la necesidad de estar enamorado para ser imbecil <U+270C><U+0001F3FC> https://t.co/v3StsiJa9N;GUAYAQUIL;es;imbecil;odio;si
547;1,48E+18;DiegoFSzF;2/1/2022 17:34;Maldito A§o Nuevo.;Ambato, Ecuador;es;maldito;odio;si
548;1,48E+18;DomeGuli;30/12/2021 14:32;Es lo mas estupido que he leido en todo el a§o.... FALSA PANDEMIA ???CHUCHADETUMADRE. Safa de aqui pelado imbecil. https://t.co/XSVPUXZNgK;Guayaquil, Ecuador;es;imbecil;odio;si
549;1,48E+18;DomenicaTahi;4/1/2022 22:34;Maldito covikkkkk <U+0001F629>alÇjateeeee de mis amigosssssss;Machala, Ecuador;es;maldito;odio;si
550;1,48E+18;dongenaro007;2/1/2022 5:45;@ConectaTV2 Malditos HDP?.;En la RESISTENCIA;es;hdp;odio;si
551;1,48E+18;Douglas70888444;5/1/2022 18:30;@ElgranTeoCSE @EmirMontoya7 No es con ud amigo , el imbÇcil me est† agrediendo y le estoy respondiendo, disculpe.;Salinas, Ecuador;es;imbecil;odio;si
552;1,48E+18;Douglas70888444;5/1/2022 15:03;@EmirMontoya7 @ElgranTeoCSE Uds los borregos sin cerebro son tan fan†ticos que un contumaz delincuente les sigue comiendo las poqu°simas neuronas que les quedan, imbÇcil!!!!!!;Salinas, Ecuador;es;imbecil;odio;si
553;1,48E+18;DR_Doom_Ec;4/1/2022 0:01;Ya ni cagar en paz dejan HDP <U+0001F923><U+0001F923><U+0001F923><U+0001F923> https://t.co/H2mTIpYV0f;Guayaquil, Ecuador;es;hdp;odio;si
554;1,48E+18;dsalinas1045;4/1/2022 20:46;@HdPodcastMx El maldito anticristo ah° est† como si nada y el mundo desbordado por sus experimentos de covid y vacunas...;Manta, Ecuador;es;maldito;odio;si
555;1,48E+18;duditaermoxa;4/1/2022 21:42;Maldito onmicron me has tumbado https://t.co/idEF5hoiLL;Ecuador-Guayaquil;es;maldito;odio;si
556;1,48E+18;dvarelar3;4/1/2022 14:08;@aquiquesepone19 @RevistaSemana Q manera de justificar, se necesita se imbÇcil par hacerlo?;Cali, Colombia;es;imbecil;odio;si
